english,ekegusii
"Ekebusi and Esese worked hard to achieve success. They worked hard to succeed, but this time they encountered difficulties.","Ekebusi amo ne’sese nigo bikorigereria korwa etirisa. Bikorigerei korwa etirisa, nario erio biaroche ekegwankwa."
"The 85th Story of Mwanyagetinge: The Doctors Were Called to Investigate a Strange Incident in Motonto, Bonchari, Kisii County","Emegano Ya Mwanyagetinge LXXXV: Abagaka Babere Banchaine Ekianda Gia Ikomi Aaria Motonto, Bonchari, Kisii County"
"Beauty of the eyes. It happened that people went to investigate strange things in Motonto, Bonchari, Kisii County. Mwanyagetinge.com/2014","Amaridadi y' amaiso. Tokare goika ase abanto baito abaya kogora ebiragwati aaria Motonto, Bonchari, Kisii County. Mwanyagetinge.com/2014"
"Long ago in the village of Motonto, the doctors were called. But these doctors were investigating a strange incident, and they found a very big problem. This story is true, a child whose father is a doctor was seeing strange things about this problem.","Abwo kare kare ase ekenyoro kia Motonto, abagaka babere mbarengeo. Bono abagaka aba nigo banchaine ekianda gia ikomi, naende nigo babwate obosani obonene kerage. Bono emaambia eyemo, omwana bw’ omogaka oyomo agasaria ebirangwati bio omosani oise."
"Someone saw those strange things and told the child who was with the doctor, and he started being afraid!! That child was very scared, so he also became scared. But his friends said that the doctor was taking the child to see strange things and scaring him.","Omonyene ebirangwati ekero anyorete omwana oyo bw’ omogisangio oye, nigo amoitete na komotigera enda y’ obokima !! Omwana oyo akaigwa bobe, korende ise ere taigwa bobe. Bono amatuko make ekero aetire, omogaka ori oitete omwana ori ore gosari ebirangwati akabatarera."
Give me my money,Tanga n' omoro gwantoma
"Reportedly, a business person who was being cheated was crying, fearing for their property. Because of this, debts were paid with force. But after the debts were paid with force, they began to threaten the child so that he would not tell anyone, lest the thieves be caught.","Ritang'ani, embori egaitwa n' endagera koroisigwa buya, erinde omogeni aragere. Korwa abwo, amarwa agaterekwa inse n' egetono. Bono riria amarwa aterekwa inse, ise agatebia omwana arentere omogisangi oise orokore, erinde banywere amaru."
"It is said that the child was very scared and also threatened saying ""Father give me my money back, please. I beg you.","Gotebigwa iga, omwana oyo akaigwa bobe pi na gotebia ise buna ""Tata nanga n’ omoro gwantoma, tomoitere. Nang’itete bobe"
"The plane was traveling from Barcelona to Düsseldorf when the Germanwings budget airline belonging to Lufthansa crashed in a remote area of ​​France, killing all 148 people on board.",Endege korwa ase abaonchoreria ba Lufthansa ekorokwa Germanwings budget airline yaatekeire embeo igoro aaria sugusu ya France rero tichi kabere na abarinete ime bonsi 148 nigo bakageire gokwa.
French President François Hollande said an investigation had been launched into the cause of the crash.,Omorai omonene bwense ya France omosike Francois Hollande nigo atebire buna tegeneti gose onde naatorigwe korwa ase endege eyio.
"There were 148 passengers on the plane,"" Hollande said. ""This is a tragedy, a terrible shock, and we must find out what happened.","“Abayerinete nigo barenge 148 endege ime,” Hollande okomenta. “okororokana kwa omobosokano oyio, nigo ogotokora korengia ng’a onde tatigareti orabe moyo.”"
"French authorities say 142 of those on board were passengers, including five children, and six crew members.",Ebitaseni bia oboraria bia France nigo biateba buna 142 nigo barenge abasombwa ko batano nomo nigo bare abakori emeremo and six crew on board.
Hollande also said the victims included Germans and Spaniards who were flying from Barcelona to Düsseldorf.,Hollande boigo nigo atebire buna ekororokana abanto korwa Germans nabwo barinete abange korwa Barcelona kogenda Duesseldorf.
He added that the cause of the crash was still unknown.,Nigo amentire goteba buna ase endege eyio yagwera tari goikereka bwango’
"A spokesman for the French civil aviation authority DGAC said the plane took off from Barcelona at around 10:55 am and crashed near the town of Barcelonnette, about 65 miles (100 km) inland from the French Riviera coast near Nice.",Omonogeri bw’ ekeombe gia France DGAC aviation authority nigo aenekia buna endege eyio nigo yaatekera omochie omonene o Barcelonnette ang’e chimaeli emerongo etano nomo na etano (65 Miles) 100 km irianyi ya omochie o French Riviera okorokwa o Nice.
"Local residents reported hearing explosions and the wreckage of the plane was found near Meolans-Revel, a small village in the French Alps.","Abatuki korwa ense ya france bakoringoria emebasokano nigo bachiire Meolans-Revel, ekenyoro getamenyiri na banto bange ase ebitunwa bia French Alps."
The plane's black boxes have been recovered.,Abanyene endege nabarabwo baenekirie omwateko oyio.
"The aircraft, an A320, was 24 years old and had been operated by the Lufthansa group since 1991, according to information available on the website airfleets.net.","Endege eye yaateka ya A320 nigo yarenge emiaka emerongo ebere na ene na nigo yabeire ase abaonchoreria ba Lufthansa group korwa 1991, koreng’ana na amang’ana agachire ase chibuku chia eneti; airfleets.net"
"Relatives we are saddened by the death of our sister Esther Gesare Nduko Nyagwachi. After a period of illness she passed away on July 14th, 2014, while at Kenyatta National Hospital, Nairobi. She originally came from Bomanono Village, Bonyunyu, Nyamira County.","Abaminto twatebiigwe amang'ana amakongu igoro yo ogosira kwo omongina Esther Gesare Nduko Nyagwachi. Magega yo okorwara ase amatuko amange, omongina Gesare nigo asira chitariki 14 Enkoromoni [ July ] 2014, aaria Kenyatta National Hospital, Nairobi. Enka nigo ere aaria Bomanono Village, Bonyunyu, Nyamira County."
Child: Mother Esther Gesare had a son named Joseph Mbera and a daughter named Banchiri Mbera.,Omwana: Mama Esther Gesare nigo are omwana bw' omogaka Joseph Mbera amo n' omongina Banchiri Mbera.
Daughter: Esther was the wife of teacher Josiah Nyagwanchi Onchoke.,Omwanchwa: Esther was a wife of Mwalimu Josiah Nyagwanchi Onchoke.
"Mother: She was a mother to Delilah Moraaa, Alice Kemunto, Milka Kwamboka, Geofrey Nduko, Martha Kerubo, Joyce Banchiri, Josepth Sitara, and Dennis Onchoke.","Mama: She was mother to Delilah Moraaa, Alice Kemunto, Milka Kwamboka, Geofrey Nduko, Martha Kerubo, Joyce Banchiri, Josepth Sitara, amo na Dennis Onchoke."
"Grandchild: Mother Gesare has grandchildren including David Mbera, Grace Moraa, Henry Nyabuto, James Magare, and Pamela Mbera.","Omwana Ominto: Omongina Geasre nigo are moiseke omwabo gochia ase David Mbera, Grace Moraa, Henry Nyabuto, James Magare, amo na Pamela Mbera."
"Burial arrangements: The main fundraiser will be held on 21/07/2014 at Garden Square, Nairobi, in order to cover medical and transport costs. Burial will take place on 25/07/2014 at Bomanono Village, Bonyunyu, West Mugirango, Nyamira County.","Burial arrangements: The main fundraising will be held on 21/07/2014 at Garden Square, Nairobi, in order to offset medical and transportation charges. Burial will take place on 25/07/2014 at Bomanono Village, Bonyunyu, West Mugirango, Nyamira County."
Our deepest condolences to relatives of Esther Gesare Nduko for the loss of your beloved one.,Pole sana gochia ase abamwabo Esther Gesare Nduko for the loss of your loved one.
uprooting of boundaries disputes,torwanie amaru atancheiri
"Written by Hyline Major on February 25, 2022","Written by Hyline Major on February 25, 2022"
People who trespass on boundaries should be careful so that boundary disputes do not arise.,Abaengi amarwa bagendereire komochigwa ase okogenderera koenga amarwa atancheirie bobisi.
"The incident happened in Keera location which is in Nyamaiya Nyamira South subcounty of Nyamira county, Senior Chief Oire has ordered investigations into the matter of Nyaisa land which involves people trespassing on boundaries.","Omogambi bwelocation ya Keera eyio egotoka Nyamaiya Nyamira South ekaonty ya Nyamira, Senior Chief Oire nigo anene aragire ekiara ekenyoro kia Nyaisa ekio abeire ogosagana abaengi amarwa."
He also said that Oire instructed that the committee investigating boundary disputes should quickly finish its work so that people can farm peacefully and without conflicts.,Nonya nabo nigo Oire atebire buna esegi yokorwania amarwa ero goika egenderere goika asirire erio abanto goonchoreria na koirana mogondo gokora oboremi
Oire further stated that they will help those whose boundaries have been interfered with to ensure they get their land back.,Oire nigo aereire emechando bagoetera ase esegi yokorwania amarwa ase asororire abanto kogenda mogondo erio koenyoera ribaga riamarwa.
Are you looking for stories?,Ning’o orobare goika ikomi?
Are you wondering how stories can help children learn and grow?,Ning’o orabe omoruoti bweching’iti chiorosana maega yeechui korwa oboruoti?
Grandma's Bananas,Amatoke A’Baba
The little girl is curious as she watches her grandmother preparing to ripen bananas. Where grandmother stores the bananas to ripen remains a top secret to the disappointment of her grandchild. But how long will it take before the grandchild discovers grandmother’s secret?,The little girl is curious as she watches her grandma preparing to ripen bananas. Where grandma stores the bananas to ripen remains top secret to the disappointment of her grandchild. But how long does it take before the grandchild discovers grandma’s secret?
Ekebusi and Esese and the Mirror,"Ekebusi, Esese amo ne’ekegwankwa"
"Ekebusi and Esese went to look at themselves in the mirror. They looked at themselves in the mirror, and suddenly a beautiful image appeared.","Ekebusi amo ne’sese nigo bikorigereria korwa etirisa. Bikorigerei korwa etirisa, nario erio biaroche ekegwankwa."
The Clever Rabbit,Omonto omotambe mono
This rabbit was very clever. This rabbit always thought about how to trick others and how to get what he wanted. This rabbit often used his cunning to deceive people and make them do things they didn’t want to do.,Omonto oyo ore ase omogano oyo nigoare omontambe mono na ase igo keregento nigokere ekieng’e na egeke asare. Omonto oyo nigo agotatora obokong’u goetera ase okoreng’ania ebinto bionsi bimoreng’ane.
Selemeng’s Pots,Ebibusi bia Selemeng’
Selemeng’ had many pots. How many pots did Selemeng’ have?,Selemeng’ nigo abwate ebibusi ebinge. Ebibusi birenga Selemeng’ abwate?
The Story of the Little Bird,Kobara chinyang’au chiorosana
The bird flew around looking for a place to build its nest near the water.,Chinyang’au nigo chire nerang’o aseigo chibare buna chigochia konywa amache.
Ekebusi and Esese and Erangi,Ekebusi amo ne’Esese amo nogoaka Erangi
Ekebusi and Esese were friends. They found something and started doing everything together.,Ekebusi ne’Esese nigo bire abasani. Nigo bibwate echeche nainde bikogoka gokora ebinto bionsi amo.
"The US military operation targeting a senior Al-Shabaab commander, Adan Garar, has been confirmed, according to sources. The Pentagon's operation reportedly involved an airstrike that successfully eliminated Garar in a remote area of southern Somalia.","Ensemo y’oborendi ya ense ya Amerika yaenekirie ogoitwa kwa omorai bw’ ekeombe kia alshaabab omosike, Adan Garar. Korwa ensemo ya Pentagon nigo amang’ana atoikera buna endege y’ esegi etarigotwara omogendia nigo yamobutoria chokombora aaria Irianyi ya Somalia echuma yaeta eria tano."
|Those who were radicalized and recruited alongside Garar within Al-Shabaab|,|ababegu aba baminyokirigwe na goserigwa ase chinkonko chinyinge ase ense ya Somalia|
