English,Kiswahili,Ekegusii,Domain
Free sign-language interpreters in 500 schools ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ request via principal!,Wakalimani wa lugha ya ishara bila malipo katika shule 500 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ ombi kupitia mkuu wa shule!,"Abarimu batari goakanwa baria bagoonchoreria ebiorokererio gochia enkwana batomirwe gochia chisukuru 500, saba onyore omwarimu oyio goetera omwarimu omonene!",Education
Grade 9 learners transition after KJSEA results in December.,Mabadiliko ya wanafunzi wa Darasa la 9 baada ya matokeo ya KJSEA mwezi Desemba.,Okwamboka kwa abana bageredi 9 nyuma bakorire na konyora amairanerio yamatemwa abo a'KJSEA omotienyi 12.,Education
Launch innovation challenges 2022.,Changamoto za uvumbuzi za uzinduzi 2022.,Chaka omoroberio bwogosegeta korigia obongaini oboyia gose korosia ebinto ebiyia 2022.,Education
Argentina promotes silvopastoral systems to enhance livestock welfare.,Ajentina inakuza mifumo ya ufugaji wa silvo ili kuboresha ustawi wa mifugo.,"Ense ya Agentina nigo egokinia oboremi boria borengete ebimeri, emete amo netugo amo erio goikerania ng'a ebimeri amo netugo mbire nekiriri, obotobu bwogondo mbogenererte kobao, goikerania afya engiya yetugo, gokonya riroba koba nobotoby bwaye, korenga amakonde aria agokonya riroba koba nobotobu bwaye erio bobwata embeo eria egosaria rire na ayande amange.",Agriculture
Nationwide Saba Saba protests expected; avoid busy areas.,Maandamano ya Saba Saba kote nchini yanatarajiwa; epuka maeneo yenye shughuli nyingi.,Okoroberekana gwa Saba Saba gokageire; kabe are naase abwate abanto abange.,Security
"Public statement endorsing millet, sorghum and legumes for sustainability and dietary resilience.","Taarifa ya umma inayounga mkono mtama, mtama na kunde kwa ajili ya uendelevu na ustahimilivu wa lishe.","Okoraria ase abanto bonsi nemeroberio yancheire koa okoboko emiogo, chinyeni chiegesare ase okogendereri na okoremereri kw' endagera",Health
"Announcement setting national target to increase milk production to 10 billion liters, supporting dairy livelihoods and nutrition.","Tangazo la kuweka lengo la kitaifa la kuongeza uzalishaji wa maziwa hadi lita bilioni 10, kusaidia maisha ya maziwa na lishe.","Okoraria kobeka ekerenga ase orogongo rwa Kenya komenta eberengo bia amabere goika chirita chibirioni ikomi, gokonya obogima bwa amabere na chindagera",Health
Depression is a common mental disorder and one of the main causes of disability worldwide. WHO estimates that globally 264 million people are affected by depression.,Msongo wa mawazo ni ugonjwa wa kawaida wa akili na mojawapo ya sababu kuu za ulemavu duniani kote. WHO inakadiria kuwa duniani kote watu milioni 264 wameathiriwa na msongo wa mawazo.,Ogoichorerana kwa obongo noborwaire bwabotambe ase obongo na ensemo yechisababu chinde chioboremaru ense engima Ekeombe ekenene ense engima nekagerete buna abanto chimirioni 264 banyorirwe nogoichoreru nobongo,Health
Ministry of Agriculture encourages members of the public to submit comments on for community development.,Wizara ya Kilimo inawahimiza wananchi kutoa maoni yao kuhusu maendeleo ya jamii.,Ewisara yoboremi yarure ogosegeta ase abanto bonsi koenana amang'ana igoro yamagenderero ase ebinyoro.,Governance
Gov't calls for wearing of masks as country battles 6th Covid-19 wave,Serikali yatoa wito wa kuvaa barakoa huku nchi ikipambana na wimbi la 6 la Covid-19,Eserekari yarure ogochika kobeka chimaski buna ense egendererete korwani omorindo o 6 o Covid-19,Health
Promote inclusive entrepreneurship; highlight visually impaired business owners.,Kukuza ujasiriamali jumuishi; kuangazia wamiliki wa biashara wenye ulemavu wa kuona.,Segeta ebiasara ase abanto bonsi; Beka ekiorokererio ase ebiasara bigokorwa nabanto bare noborema.,Security
Back to school! Join flood recovery programs for safe learning.,Rudi shuleni! Jiunge na programu za uokoaji wa mafuriko kwa ajili ya kujifunza salama.,koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,Education
Motivate teachers! Offer bonuses for rural school postings.,Wahamasishe walimu! Toa bonasi kwa nafasi za shule za vijijini.,Kae abarimi omoyo! Karwe chinyomba chiokomenya ase abarimu baria bagotomwa gochia chisukuru chia risabu.,Education
Do not leave dangerous items within the reach of young children.,Usiache vitu hatari karibu na watoto wadogo.,Tiga kobeka ebinto bire atari ase abana ase baranyare kobikera.,Security
Don't leave ladders or tools outside that could help burglars gain access.,Usiache ngazi au vifaa nje ambavyo vinaweza kuwasaidia wezi kupata njia ya kuingia.,Totuiga engasi gose kende gionsi keranyare gokonya abaibi korina mwao ase ekorofa na kogoikera.,Security
Access KPSEA results from December 1 via school portal.,Pata matokeo ya KPSEA kuanzia Desemba 1 kupitia lango la shule.,abana bechisekenderi chia inse nigo bakonyora amatemwa abo na buna bakorete korwa ase KPSEA korwa omotienyi etariki eyemo yomoyienyi 12 goetera chisukuru chiabo.,Education
Calls for stronger consumer education and digital safety to address cyber threats.,Inatoa wito wa elimu bora kwa watumiaji na usalama wa kidijitali ili kukabiliana na vitisho vya mtandao.,Okoboria gwechinguru ng'a abagokorerwa emeremo basemigwe igorro yoboronge bwabo na buna babwenerete kwerenda gedichitari erio gotanga obwoba korwa eintaneti.,Security
Do not apply substances to the cord. Keep it dry and clean until it falls off naturally.,Usipake vitu kwenye kamba. Iweke kavu na safi hadi ianguke kiasili.,Tobaisa goaka ebinto binde bionsi ase omogoyo. Onyebeke ebe enkamoku naende endabu goika egwe yoka.,Health
"Focused cow and calf vaccinations, quality colostrum, and herd-specific programs improve calf health and reduce mortality.","Chanjo maalum za ng'ombe na ndama, kolostramu bora, na programu maalum za kundi huboresha afya ya ndama na kupunguza vifo.","Omoroberio bwokobeta chisindani chiombe nechiomori. Amanoga amaikeranu, and na obotubi bwetugo bweriicho riengencho eyemo ngokonya bore korenta oboreni obbuya bwechimori na gokeania oroku rwechomori.",Agriculture
Fathers are encouraged to accompany partners to ANC and child wellness clinics.,Akina baba wanahimizwa kuandamana na washirika wao kwenye kliniki za ANC na ustawi wa watoto.,Abagàka nere buya kobwaterana omwana ataraiborwa ase ekiriniki na okoomerana kwa abana abake,Health
This domination of agriculture by the aging community may negatively affect sustainable agricultural production. The contribution of labour to agriculture ...,Utawala huu wa kilimo na jamii ya wazee unaweza kuathiri vibaya uzalishaji endelevu wa kilimo. Mchango wa nguvu kazi katika kilimo ...,Ogtigara oko kwoboremi as ekegori na ekenyoro kegendererete kogota nebaise kogocha oboremi bwokwegendereria. Eki oboremi bogogesa gochia chinguru chibokoreri ...,Agriculture
"Those job ads for 'NGO agents hiring enumerators' without an interview are a scam. Verify with the actual NGO before sending money.""",Matangazo hayo ya kazi kwa 'mawakala wa mashirika yasiyo ya kiserikali wanaoajiri wahesabuji' bila mahojiano ni ulaghai. Thibitisha na mashirika yasiyo ya kiserikali kabla ya kutuma pesa.,"Amangana ogosegeta korwa abaagenti ba'NGO ng'a nkorika bare abanto bakorika amang'ana gotakorigwa ogotemwa kwemeremo namangana oborimo. Manya boronge ng'a NGO ki yatomete amang'ana ayio.""",Security
Manage road rage with practical psychological tips.,Dhibiti ghadhabu za barabarani kwa vidokezo vya kisaikolojia vya vitendo.,Tiga korundia erori ekero ore nobororo ase ogotanga korenta obororo bwao ase epara.,Security
"Safe walking and cycling contributes to healthier lives preventing Non- Communicable diseases such Cancer, diabetes and hypertension and improves ones mental health","Kutembea salama na kuendesha baiskeli huchangia maisha yenye afya njema kuzuia magonjwa yasiyoambukiza kama vile Saratani, kisukari na shinikizo la damu na kuboresha afya ya akili ya mtu.","Ogotara okuya na okorundia enyange nigo bigosiira obogima obuya, biatanga amarwaire atarikoambokera buna Cancer,Esukari na presha naboigo koreta oborwaria bw'obongo ase omonto .",Health
Download KPSEA sample papers from the KNEC CBA portal now.,Pakua karatasi za sampuli za KPSEA kutoka kwa lango la KNEC CBA sasa.,Nyora ebikworokereria amatemwa aetete a KPSEA korwa KNEC CBA bono.,Education
Implement strict biosecurity measures on your poultry unit to prevent the introduction and spread of pests and diseases affecting poultry.,Tekeleza hatua kali za usalama wa kibiolojia kwenye kitengo chako cha kuku ili kuzuia kuanzishwa na kuenea kwa wadudu na magonjwa yanayoathiri kuku.,Ikerania amachiko buna obwenerete gotanga bwamarwaire ase chinoko chiao erio gotanga amarwaire na okwamborerania kwamarwaire ayio ase egesumu giechingoko chia  chiao amo na mochando onde bwonsi.,Agriculture
Monitor bank statements for unauthorized transactions weekly.,Fuatilia taarifa za benki kwa miamala isiyoidhinishwa kila wiki.,Mongera buna chibesa chia chigosoa na gosoka kera ewiki ase akaonti yebengi yao erio onyare komanya bwango boibi bonde bwonsi bobaise kobao.,Security
"Defence Principal Secretary Mr. Patrick Mariru has implored the newly employed civilian staff and interns to serve the Ministry with diligence, zeal and energy saying it is an uncommon privilege to serve in the public service.","Katibu Mkuu wa Ulinzi Bw. Patrick Mariru amewasihi wafanyakazi wapya wa kiraia na wanafunzi wapya kuitumikia Wizara kwa bidii, ari na nguvu akisema ni fursa isiyo ya kawaida kutumikia katika utumishi wa umma.","Omoriki Omonene omosike Patrick Mariru osororire abakori emeremo na aborokigwa abageni gokora emeremo nobwegenu, omoyo omuya nechinguru buna etari engencho ya botambe ase obokoreri",Governance
The government advises stakeholders to stay alert to in the interest of public welfare.,Serikali inawashauri wadau kuwa macho kwa maslahi ya ustawi wa umma.,Eserekari yasemirie abamenyi  koba maiso ase amangana arengete obuya bwabo,Governance
"A live radio program educated listeners on detainee rights, proper custody treatment, and legal recourse for abuse.","Kipindi cha redio cha moja kwa moja kilielimisha wasikilizaji kuhusu haki za wafungwa, utunzaji sahihi wa watoto, na njia ya kisheria ya kuchukua hatua dhidi ya unyanyasaji.","Amasomo goetera eredio nasomitie abategereri oborionge bwabaria bare chiseri chia polisi, buna babwenerete korendwa buya ime yeseri, na ekibaranyare gokora onye bakorereirwe bobe.",Security
The government advises stakeholders to submit comments on for effective governance.,Serikali inawashauri wadau kuwasilisha maoni yao kuhusu utawala bora.,Eserekari yaboririe abamenyi korwa ebirengererio igoro yoboteneneri obuya,Governance
"Nairobi residents, beware of people who claim to provide business loans within an hour. The government does not have such a cash-in-hand program.","Wakazi wa Nairobi, jihadharini na watu wanaodai kutoa mikopo ya biashara ndani ya saa moja. Serikali haina mpango kama huo wa pesa taslimu.","Abamenyi ba Nairobi, kab maiso nabanto bagwekora ng'a nkorwa bare chironi chiebiasara ase engaki yensa eyemo yoka. Eserikari tebwati moroberio onga buna eyio bwechibesa koboko chiokorwa.",Security
All schools get Ksh 2M digital lab grant ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ principal must apply by Friday.,Shule zote zapata ruzuku ya maabara ya kidijitali ya Ksh 2M ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ mkuu wa shule lazima aombe ifikapo Ijumaa.,"chisukuru chionsi nkonyora chire ogokonywa gwechimirioni 2 chikoagacha chinyomba chigedichitari,  toma ogosaba kwogokonywa okwo nyuma yechitariki 15 omotienyi  12",Education
"Stay safe! Schools, teach students about trafficking risks.","Kaeni salama! Shule, wafundisheni wanafunzi kuhusu hatari za usafirishaji haramu wa binadamu.","Menya buya! Chisukuru, somia abana igoro yomochando  bwokoibwa kwa abana.",Education
Celebrate education milestones 2025.,Sherehekea hatua muhimu za elimu 2025.,Gokera ayaikeranigwe ase chisemi 2025.,Education
NPS reminded officers to avoid misuse of force during protests and maintain professionalism.,NPS iliwakumbusha maafisa kuepuka matumizi mabaya ya nguvu wakati wa maandamano na kudumisha weledi.,Ekombe keria ekenene gia abasikari (NPS) kiainyoirie abobisa baye gotatumia chibunduki bobe chingaki chiokoroberekana na goikerania obokoreri emeremo obuya.,Security
Vaccinate your child before Jan 6 reopening ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ polio & measles jab mandatory!,Chanja mtoto wako kabla ya kufungua tena Januari 6 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ chanjo ya polio na surua lazima!,"Chancha abana bao nyuma yechitariki 6 omotienyi omotangani chisukuru gachikoigora, Echancho eye neyarasima!",Education
Tiaty worst hit with 40% of residents affected. 2 people lost their lives last month due to Malaria. Govt distributing long-lasting treated mosquito nets,Tiaty imeathiriwa zaidi na 40% ya wakazi walioathiriwa. Watu 2 walipoteza maisha yao mwezi uliopita kutokana na Malaria. Serikali yasambaza vyandarua vilivyotibiwa kwa muda mrefu,Tiaty yanyorire egesusuro ekenene ase 40% ya abamenyi baye koambokerigwa. Abanto 2 basiririe amagima abo goetera oborwaire bw’Esosera. Eserekali nkoenana ere chineti chirwariri.,Health
All dormitories must have emergency exits ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ inspection starts Dec 1!,Bwenzi wote lazima wawe na njia za dharura za kutokea - ukaguzi unaanza Desemba 1!,"chinyomba chiokorara chionsi goika chibe nemerangu ya nyuma gogotamera ekero kiobong’u, omoroberio korora ng’a ayio aikeranigwe nochake etariki eyemo omotienyi 12",Education
"In a schedule provided by the Chief Justice Martha Koome-led JSC, the public interviews will run from January 12 to March 23 2026.","Katika ratiba iliyotolewa na JSC inayoongozwa na Jaji Mkuu Martha Koome, mahojiano ya umma yatafanyika kuanzia Januari 12 hadi Machi 23, 2026.","Ase omoroberio orwetwe nomoteneneri bwamachiko omonene Omong'ina Martha Koome gochia led JSC, the public interviews will run from January 12 to March 23 2026.",Governance
"Ethekon urged Kenyans to help rebuild trust in the new IEBC, assuring that the commission has strengthened accountability systems, including robust voter identification and result transmission technology.","Ethekon aliwasihi Wakenya kusaidia kujenga upya imani katika IEBC mpya, akihakikisha kwamba tume imeimarisha mifumo ya uwajibikaji, ikiwa ni pamoja na utambuzi thabiti wa wapiga kura na teknolojia ya uwasilishaji wa matokeo.","Ethekon nasabete aba'Kenyansgokonya koagacha obwegenwa ase oborai oboyia bwekeombe keria getenerete goakia chikura (IEBC), koenekeria abakenya ng'a obotenereri bwabo bwkongirie obomaiso marore, amo nokomongera buna chikura korwa chisenta chigotomwa goetera tekinorochi.",Governance
"MoH dispatches 10 Cuban experts to Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay and Migori counties in the fight against malaria with biological methods.","Wizara ya Afya yatuma wataalamu 10 wa Cuba katika kaunti za Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homa Bay na Migori katika mapambano dhidi ya malaria kwa njia za kibiolojia.","MOH yatomire abaataalamu 10 ba Cuba gochi chikaunti chia Kakamega, Siaya, Kisumu, Bungoma, Busia, Vihiga, Homabay na Migori ase esegi yogokora Esosera ase ogotumia chinchera chia kibayolojia.",Health
The Ministry of Transport has received reports of fake NTSA agents collecting bribes along major highways. Report any suspicious activity via 999 or NTSA portal,Wizara ya Uchukuzi imepokea ripoti za maajenti bandia wa NTSA wakikusanya rushwa kwenye barabara kuu. Ripoti shughuli yoyote ya kutiliwa shaka kupitia 999 au lango la NTSA,Emonistiri yobobogoria yanyorire amang'ana igoro yabateneneri boborimo ba (NTSA) bagosaba amaaki ase chinhera chinene. Karwe amangana igoro yamang'ana anga buna ayio are nechitang'utang'u naro goetera enamba yesimi yamorero 999 gose eintaneti ya (NTSA),Security
