English,Ekegusii,Domain
Some foods can be harmful to young children. Observe signs and change foods for the child,Chindagera chinde nabo chikorenta obobe ase ebingwerere Rora ebimanyererio na onchoreria endagera,Health
Check email sender addresses for typos like 'support@paypa1.com' (scam!).,Rora buya ng'a ningo otomete eimeil komanya eyebingainereria buna 'support@paypa1.com' (Oboibi!).,Security
"Ksh 10,000 bursary per student released to all 47 counties ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ check with your CDF office.","Chisiringi 10,000 chiogokonya abana chiarurwe ase abana bonsi 47 ime yechikaonti, manya korwa  ofosi ya CDF yao.",Education
Advisory notes high likelihood of terrorist attacks targeting public areas and urges awareness and adherence to security guidance.,Abasemia baorokirie okonyarekana goakwa chipomu chirengete aba abanto bare na igo gosaba abanto komanyigwa berende na kobwatia amachiko oborendi.,Security
Some communities still practice harmful traditions involving children. Report such cases to authorities immediately.,Abanto bande mbagenderete gokora ebienyechi buna ogekeba abanyaroka ebio bire mamincha noboronge bwa abana. Karwe eripoti yamang'ana ayio gochia ase abambi otari konyorwa.,Security
The government has annouced issuence of quality foods to aschools and homes in a buid to take care of the breast feeing child,Eserekali yararirie okorwa gwechindagera chiebwate ebirengo ebiya ase emebere  ase chisukuru na ase chinka erio korenda omwana okogonka,Health
NGEC advocates for equal allocation in national and county budgets.,Omoroberio omonene bwokobeka chinguru chierisase (NGEC) nigo ogosegeta obobagi boreng'anaine gati yeserikari enene nechiserikari chiechikaonti.,Education
This part has a challenge in market access for many farmers due to poor infrastructure and comparative information. Uganda...,Ensemo eye nere nobokong'u ase ogosoa echiro gati ya abaremi abange mono kobua bari risabu ase engencho gotaba nechiara chingiya amo nechinyomba chibogachi bwerisegesa riabo na buna bakonyora amang'ana ase oboreng'ananu. Uganda's ...,Agriculture
Wash your hands with soap befior handling a baby to prevent diseases,Sibia amaboko ao ase amache nesabuni otaràbwata omwana gotànga oborwaire,Health
Differentiate your fresh milk in the market by creating a strong brand identity. Learn basic branding principles and marketing techniques.,Atanana buna amabere ao akororekana ase echiro ase okobeka ekemanyererio kiabeene. Egera buna orabeke ekemanyererio ase amagena echingoko chiao na ayarengete oboonia  oboikeranu.,Agriculture
Health experts from Kenya and Somalia devise ways to fight polio. Many cases of polio reported in Kenya coming from Somalia,Abamanyi korwa Kenya na Somalia mbachakia chinchera chiokorwani polio Abarwaire abange ba polio nkorwa Somalia,Health
Official media brief on latest DHS findings showing decline; call to re-invest in maternity supports and lactation facilities.,Okoraria bene goetera ebiombo bia amangana chiroboto chia DHS yaenekire ogokeana; ogokurerwa kwarurwe bwokomenta obokoreri ase ebitaseni biobokonyi na okogonkia,Health
All schools get Ksh 10M for ICT upgrade ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ principal must apply by Nov 30!,chisukuru chionsi nkonyora chire chimirioni 10 ase ogoikerania yoboererania bwamang’ana abarimu abanene goika babe batomire ogosaba nyuma yechitariki 30 chiomotienyi 11!,Education
New mothers can begin light exercises after consulting their doctor to improve recovery and mental health.,Abang'ina abake mbagwenerete bachake gokora ebisaisi ebigusu agusu nyuma yokorora omonyagitari obo erio koenekia okogwena kwa bwango amo na oborwaria bw'obongo.,Health
Announcing the launch of Kenya Market Assessment highlighting need for warning labels under new nutrient profiling model.,Koraria ogochaki gwe' chichiro Kenya komorekera okogania kobeka ebimanyererio inse yomoreberio omoyia ase chindagera,Health
"social media to help farmers access information about market prices, weather patterns, and other critical market information. In addition, support ...","Goetera oboereria bwamanga gotera embeo botari na getango ase onde bwensi bwakonyire abaremi goikera amangana  igoro yechiro, rire na ayande yengencho igoro yechiro. Komenta nayio, yakonyire...",Agriculture
Good group leadership depend on the constitution that is transparent and good governance. Learn on group dynamics to guide on a group loan with success.,Oboteneri obuya ase ebiombe bioboremi nigo borengete amachiko amaya na obokoreri oboikeranu. Egera igoro yebiganeirie koraa eeombe gekorwa obonyi bwechibesa.,Agriculture
All schools must conduct fire drill before Dec 20 ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ no excuses!,chisukuru chionsi goika chibe chiabekire emeroberio emiya yogotanga ogwateka kwemerero nyuma yechitariki 20 chiomotienyi 12,Education
"Good farming practices has changed the face of agriculture targetting markets digitally, other technology, contribute to release of data and...","Oboremi oboikeranu, amangana igoro yoboremi na ogoikerania oboremi bwegechidichitari nechiro, agti y tekinorochia chinde, nigo bigoikerania omobaro bwegechidichitari na",Agriculture
"The organization for most dpendent medicine, will suspent distribution of this important drugs from USAID, whose decision will affect distribution of malaria and HIV AIDS drugs","Ekeombe Kia Amariogo aria aganirie mono, gotenenia okobagwa Kwa amariogo yeng'encho korua ase USAID, egetambokero keranyare koreta obokong'u ase okobagwa Kwa amariogo a Esosera na Enyamoreo.",Health
To make smale scale farmers access market of their produce theough information sharing and exchange of their produce successfully. The goal is to promote both food crop and livestock.,Kwororobia echiro ya abaremi bemegondo emeke na echiro yerigesa riabo goetera obobagi na oboererania bwerigesa riabo as oboikeranu. Ekerenga eke nigo kerengete gokinia ebotoki ase aboremi bwebimeri na etugo amo.,Agriculture
The government has launched issuense of nets. The government is targeting issuing treated nets 15.3 million,Eserekari yachakire korwa chineti. Eserekari nigo erengete korwa chineti chire neriogo rigoseria chiumbu 15.3M,Health
Entry into market opens wide mechanisms of quality stamping by KNAP and CNAP in the county,Egesieri gia chindagera nkorenta ere ebiigorero ebinge ase okobwati kegima ebimanyererio inse ya KNAP na CNAP ase ekaunti,Health
"Ministry of Education, in partnership with industry leaders, launches online STEM mentorship for high school students.","Eminisitiri yechisemi, ase okobwaterana nabarai bechifakitori, baansire amasomo ogokonya Egesansi, Egetekinorochia, Oboinchinia amo Nechibabu ( STEM) ase abana bechisekenderi chia igoro.",Education
The national helpline 1195 is available at all times to provide immediate assistance to survivors of sexual and gender-based violence.,"Enamba yesimi yogokonya 1195 inao ere ase chingaki chionsi ase ogokonya bari batarareirwe, gotibonwa gose komocherwa nchera ende yonsi koreng'ana na eki ore.",Security
Announcement on the launching of markets in Kenya with an aim to place trademarks in all food items in line with the new food plan,Okorarigwa ogochakigwa gwechichiro Kenya kore nekerenga giokobeka ebimanyererio inse yomoreberio omoyia ase chindagera,Health
"push and pull technology. Efficacy trials. Setting up of pheromone traps. ZARI, DoA, CABI, CIMMYT. Zambia. Awareness creation. Coordination. Call centre.","Ogosegeta etekinorochi. Obotuki bwa keene korora gose.  Ogochakakorora gose okobeka emetego ya pheromone ngokora ere emeremo buya. ZARI, DoA, CABI, CIMMYT. Zambia. Okomanyia abanto. Kobwatania. Ase orarangerie.",Agriculture
"Conserve water on your farm through techniques like mulching, rainwater harvesting, and drought-resistant crops like sweet potatoes.","Renda amache gose obonyiu koera ase riroba bwango ase ogotuba riroba nobanyansi gose eubi, gotacha na kogacha amache yembura, na gosimeka ebimeri biria bikoremereria eguragura buna amarabwoni.",Agriculture
Free sign-language interpreters in 500 schools ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ request via principal!,"Abarimu batari goakanwa baria bagoonchoreria ebiorokererio gochia enkwana batomirwe gochia chisukuru 500, saba onyore omwarimu oyio goetera omwarimu omonene!",Education
"Sharing a bed with a child, make sure that, ????","Gosanga egetanda nomwana, enekia ribaga ritingi, omoeya, chipilo chitaiyo gose ebirarero bitàriri",Health
Presents the national strategy for preventing and reversing radicalization.,Nkorwa kere omoroberio bwense gokongia abanto gwetanga gosoa obokebago namasomo agosaria obongo.,Security
Grade 9 learners transition after KJSEA results in December.,Okwamboka kwa abana bageredi 9 nyuma bakorire na konyora amairanerio yamatemwa abo a'KJSEA omotienyi 12.,Education
Launch innovation challenges 2022.,Chaka omoroberio bwogosegeta korigia obongaini oboyia gose korosia ebinto ebiyia 2022.,Education
Argentina promotes silvopastoral systems to enhance livestock welfare.,"Ense ya Agentina nigo egokinia oboremi boria borengete ebimeri, emete amo netugo amo erio goikerania ng'a ebimeri amo netugo mbire nekiriri, obotobu bwogondo mbogenererte kobao, goikerania afya engiya yetugo, gokonya riroba koba nobotoby bwaye, korenga amakonde aria agokonya riroba koba nobotobu bwaye erio bobwata embeo eria egosaria rire na ayande amange.",Agriculture
Highlights youth musicians promoting civic action,Manyekania abasae baria ababugi chingero bagosegeta ebikoro biobogesaku.,Education
Nationwide Saba Saba protests expected; avoid busy areas.,Okoroberekana gwa Saba Saba gokageire; kabe are naase abwate abanto abange.,Security
"Extension on the burn of large gatherings to the month of May 29th, in a bid to reduce Covid infections.","Ogokanwa kwemesangererekano ao ao gosukigwa goika omotienyi o gatano 29, erio gokeyia Covid 19",Health
"Public statement endorsing millet, sorghum and legumes for sustainability and dietary resilience.","Okoraria ase abanto bonsi nemeroberio yancheire koa okoboko emiogo, chinyeni chiegesare ase okogendereri na okoremereri kw' endagera",Health
"Announcement setting national target to increase milk production to 10 billion liters, supporting dairy livelihoods and nutrition.","Okoraria kobeka ekerenga ase orogongo rwa Kenya komenta eberengo bia amabere goika chirita chibirioni ikomi, gokonya obogima bwa amabere na chindagera",Health
Cabinet Secretary Ezekiel Machogu announced that the government will no longer fully fund public universities and colleges,Omowaziri bwechisemi Ezekiel Machogu natebete ng'a  eserikari bono tekorwa gose goakanera chiyunifasiti nechokorechi chibesa chionsi,Education
Depression is a common mental disorder and one of the main causes of disability worldwide. WHO estimates that globally 264 million people are affected by depression.,Ogoichorerana kwa obongo noborwaire bwabotambe ase obongo na ensemo yechisababu chinde chioboremaru ense engima Ekeombe ekenene ense engima nekagerete buna abanto chimirioni 264 banyorirwe nogoichoreru nobongo,Health
"Kenya has witnessed more 12 patients of Covid 19, all totaling to 246. The Minstry official has confirmed that among them, 5are hotel workers.","Kenya koenekia okomentekana Kwa abwarwaire 12 bande ba COVID-19, bonsi ase oboamo goika 246. Omoteneneri Bwa obochenu agoteba buna batano ase aba, nabakori egasi ba emobogani/hoteli.",Health
Ministry of Agriculture encourages members of the public to submit comments on for community development.,Ewisara yoboremi yarure ogosegeta ase abanto bonsi koenana amang'ana igoro yamagenderero ase ebinyoro.,Governance
Gov't calls for wearing of masks as country battles 6th Covid-19 wave,Eserekari yarure ogochika kobeka chimaski buna ense egendererete korwani omorindo o 6 o Covid-19,Health
Promote inclusive entrepreneurship; highlight visually impaired business owners.,Segeta ebiasara ase abanto bonsi; Beka ekiorokererio ase ebiasara bigokorwa nabanto bare noborema.,Security
"Maids are required to wash their hands with soap, before holding a child, once they have finished reming them napkins/pampers and before feeding them to prevent infections","Abareri nigo babwenerete gosibia amaboko amo n’esabuni, batarabwata abana, ekero bakorire kobarusia ebitangachabu na ekero batarabarageria erinde gotanga chindwari.",Health
Back to school! Join flood recovery programs for safe learning.,koirana esukuru! Soa omoroberio bwokoreta ogokonywa ase baria banyoretwe nomochando bwetoigo erio gotanga emebasekano buna eyio naende erio amasomo agenderere buya.,Education
Motivate teachers! Offer bonuses for rural school postings.,Kae abarimi omoyo! Karwe chinyomba chiokomenya ase abarimu baria bagotomwa gochia chisukuru chia risabu.,Education
