English,Domain,Source,SourceFile
water points slightly decreased from 16.4 to 15 Km currently.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
This distance coincides with th normal grazing distance of 15 km for the period.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Livestock return grazing distances varied significantly across the wards, reflecting the availability and accessibility of pasture.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The longest distances were recorded in North Horr (28 km) and Merille (26 km each), followed by Dukana (18Km), Turbi and Bori (14 km each).",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
These longer distances suggest that migration of livestock farther from settlements in search of forage and water resource was prevalent during the reporting period.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In all livelihood zones, the watering interval for cattle is every 1-2 days.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"every 6-10 days, which is slightly longer than the typical 5-7 days, while sheep and goats are watered every 3 days, which is also somewhat longer than normal.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
vegetation condition and drying up of open water sources across the livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
range; fair to good across all livelihood zones.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"This is largely attributed to the combined effect of above-normal long rains and relatively low tropical livestock units (TLUs), which reduced pressure on available grazing resources.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"the later part of the month, thus limiting access to lactating animals.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Furthermore, a number of issues still plague the livestock sector, such as the frequency of livestock diseases, a lack of high-quality breeding stock, and limited access to water in some areas of the county, all of which could hinder future progress in livestock production.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"from fair body condition (BCS 3) to good (BCS 5), which is considered normal for this time of year.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The body condition of both small and large stock remained generally stable, with no significant change compared to the previous month.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"However, isolated cases of poor to fair body condition were reported, primarily linked to an upsurge of livestock disease incidences.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Moyale Sub-county, the affected areas include Sololo, Madoadi, Waye, Amballo, Elle Dimtu, Gawale, Uran, Funan Qumbi, Bori, Golbo, Obbu, Misa, and Antuta.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Laisamis Sub- county, cases were reported in Kargi, South Horr, Korr, and Ngurunit wards.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In North Horr Sub-county, the affected areas include Kambi Nyoka (Turbi ward), Burgabo, and Dukana, with PPR upsurge reported across all wards in the sub-county.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Incidences of ticks and lice affecting goats were noted in North Horr area.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
within the fair to good range.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"This projected improvement will be driven by the improvement of forage and water resources, as increased precipitation persists across the livelihood zones.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"County, propelled by the general deterioration of grazing resources.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Livestock migration patterns across Marsabit County followed typical dry-season trends.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Laisamis Sub-County, livestock migrated from Ngurunit, Korr, and Logologo toward the dry-season grazing areas of Kom, Kargi, and South Horr.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In North Horr Sub-County, migration was noted from Maikona, El Beso, and Telesgaye toward Dosawachu, Kambi Nyoka, Idhidho, and Balesa, where forage is relatively more available.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Moyale, limited livestock movements were reported from Obbu, Uran, and Golbo toward Sololo and Funan Qumbi.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Saku, most livestock remained around Karare and Jaldesa.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In Laisamis Sub County, livestock migrated towards Ndonyo Wasin in Samburu County and towards Mt.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Kulal, Sarima, Soit and South Horr.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In North Horr, some livestock tock migrated towards Balesa, Dukana, Shur and Idhidho areas.In Moyale, migration has been noted from ares of Badanrero, Laaqi and Ambalo to Adadi – Oga area and others from Rawana, Walda areas to Sololo and Dambala Fachana.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Similarly, migration has been noted from Elebor and Eledimtu towards Ethiopia.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
compared to good years preceding the protracted drought periods.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"However, abundant grazing resources across most of the County in the last two years has sustained fair to good livestock body condition, resulting in calving, kidding, and lambing over the past three seasons.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
diseases and an increased cases of abortions that continue to pose significant challenges to livestock production's full recovery.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"(54.5percent) of the cases, followed by sheep, camels, and cattle.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"The pattern of clinical signs is highly consistent with Peste des Petits Ruminants (PPR), a severe and economically important disease of small ruminants that is endemic in Marsabit County.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Helminthiasis, Pneumonia, Brucellosis, and Haemorrhagic Septicemia.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"widespread PPR outbreaks, especially in acute and chronic forms.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"PPR is known to cause diarrhoea, eye and nasal discharge, mouth sores, emaciation, and death, particularly in goats, while sheep are less severely affected.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
Sub-county reports confirm the widespread nature of these diseases.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"reported ongoing cases of PPR and CCPP, as well as camel respiratory diseases and reproductive issues in small stock.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"North Horr experienced high PPR incidence, outbreaks of rabies, and camel mortalities, while Saku reported rabies among various species and diarrhoeal deaths in kids, likely due to PPR.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"In summary, PPR remains the leading livestock health concern in Marsabit County, particularly affecting goats.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Its persistence, along with other diseases such as CCPP, HS, and rabies, underscores the urgent need for coordinated disease surveillance, vaccination, and control programs to protect livelihoods that depend on livestock.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"livelihood zones slightly declined from 1.7 liters the previous month to the current 1.5 liters, slightly above the long-term average of 1.4 liters for this period.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
which has reduced household access to lactating animals.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
calving and kidding and the expected positive effect of OND rains in fodder and pasture production.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
food crops across the reporting area.,Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
"Maize covers about 820 hectares, beans about 1,230 hectares, and green grams/cowpeas approximately 100 hectares.",Agriculture/Disaster,NDMA Marsabit Drought Early Warning Bulletin October 2025,Marsabit_DEW_Bulletin_October_202520251124132740.pdf
