English,Kiswahili,Domain,Ekegusii
Any other interested persons or groups.,Watu wengine au vikundi vingine vinavyovutiwa.,Disaster/Health,
"This underscores the severity of recurrent climate shocks, particularly flooding along the Tana River Basin, which continues to uproot families, disrupt livelihoods and strain host communities.","Hii inasisitiza ukali wa majanga ya hali ya hewa yanayotokea mara kwa mara, hasa mafuriko kwenye Bonde la Mto Tana, ambayo yanaendelea kung'oa familia, kutatiza maisha na kuzorotesha jamii zinazowapokea.",Disaster/Health,
"Statement by Ms. Alice Wairimu Nderitu, Special Adviser on the Prevention of Genocide, on the launch of Kenya National Action Plan against Hate Speech, 15 June 2022","Kauli ya Bi Alice Wairimu Nderitu, Mshauri Maalum kuhusu Kuzuia Mauaji ya Kimbari, kuhusu uzinduzi wa Mpango wa Kitaifa wa Kenya dhidi ya Matamshi ya Chuki, 15 Juni 2022.",Disaster/Health,
"(f) deliver outreach, and create an impact, to society by delivering excellent teaching and producing high quality applied research.","(f) kutoa ufikiaji, na kuleta athari, kwa jamii kwa kutoa ufundishaji bora na kutoa utafiti wa hali ya juu uliotumika.",General,
Turkana County: Drought Early Warning Bulletin for December 2022,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2022,Disaster/Health,
"The Principal Secretary for Basic Education, John Ololtuaa, engaged Heads of Schools and County Education officials in Bomet County on key priorities in the education sector.","Katibu Mkuu wa Elimu ya Msingi, John Ololtuaa, alizungumza na Wakuu wa Shule na maafisa wa Elimu wa Kaunti katika Kaunti ya Bomet kuhusu vipaumbele muhimu katika sekta ya elimu.",General,
"Regulation 3 of the principal Regulations is amended by deleting the words ""Arts and Social Development"" appearing immediately after the word ""Sports"" and substituting therefor the words ""and Arts"". 5.","Kanuni ya 3 ya Kanuni kuu inarekebishwa kwa kufuta maneno ""Sanaa na Maendeleo ya Jamii"" yanayoonekana mara baada ya neno ""Michezo"" na badala yake maneno ""na Sanaa"". 5.",Disaster/Health,
Tana River County: Drought Early Warning Bulletin for January 2024,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2024,Disaster/Health,
Mandera County: Drought Early Warning Bulletin for July 2023,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2023,Disaster/Health,
Regional Bureau for Eastern Africa floods update #2 (30 June 2024),Ofisi ya Kanda ya Afrika Mashariki kuhusu mafuriko #2 (30 Juni 2024),Disaster/Health,
"REBUILD: COVID-19 Pandemic and Women in the Informal Economy in Kenya, Uganda and India","JENGA UPYA: Janga la COVID-19 na Wanawake katika Uchumi Usio Rasmi nchini Kenya, Uganda na India",Disaster/Health,
Embu (Mbeere) County: Drought Early Warning Bulletin for October 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health,
Angola has completed a strategic process to enhance the impact of vaccination,Angola imekamilisha mchakato wa kimkakati wa kuimarisha athari za chanjo,General,
"Early Action Protocol Activation: Kenya Drought (EAP №: EAP2022KE02, Operation №: MDRKE055)","Uanzishaji wa Itifaki ya Hatua ya Mapema: Ukame nchini Kenya (EAP №: EAP2022KE02, Operesheni №: MDRKE055)",Disaster/Health,
Protect yourself & others from getting sick. Washing your hands with soap & running water or using an alcohol-based sanitizer is the cheapest and best way to stop coronavirus transmission. Remember: Be safe by avoiding Kissing Hugging Shaking hands. #KomeshaCorona,Jilinde na wengine dhidi ya magonjwa. Kunawa mikono kwa sabuni na maji yanayotiririka au kutumia sanitizer yenye pombe ndio njia ya bei nafuu na bora zaidi ya kukomesha maambukizi ya virusi vya corona. Kumbuka: Kuwa salama kwa kuepuka Kubusu Kukumbatiana Kupeana mikono. #KomeshaCorona,Public Health,
"World Water Day: Salesian Missions highlights water projects that make clean, fresh water available in communities",Siku ya Maji Duniani: Misheni za Salesian zinaangazia miradi ya maji ambayo hufanya maji safi na safi kupatikana katika jamii,Disaster/Health,
"Box 30007 Nairobi-00100 , or email to ppd@treasury.go.ke with a copy to dppd4553@gmail.com to be received by 11th October, 2024.","Box 30007 Nairobi-00100 , au barua pepe kwa ppd@treasury.go.ke ikiwa na nakala kwa dppd4553@gmail.com itakayopokelewa kufikia tarehe 11 Oktoba, 2024.",Disaster/Health,
"This report explores the costs of inaction in not realising the HIV and SRHR needs of young people in Kenya, Rwanda and Uganda, focusing on costs related to: 1) adolescent pregnancies, 2) HIV acquisition and 3) gender-based violation.","Ripoti hii inachunguza gharama za kutochukua hatua katika kutotambua mahitaji ya VVU na SRHR ya vijana nchini Kenya, Rwanda na Uganda, ikizingatia gharama zinazohusiana na: 1) mimba za utotoni, 2) kupata VVU na 3) ukiukaji wa kijinsia.",Health,
Kenya – Mobility Tracking and Multi-sectoral Location Assessment in Samburu County Round 1 (February 2023),Kenya - Ufuatiliaji wa Uhamaji na Tathmini ya Mahali ya Sekta mbalimbali katika Kaunti ya Samburu Awamu ya 1 (Februari 2023),Disaster/Health,
"Yet this Emergency Appeal is only 9 per cent funded at a time when needs are rising, not receding.","Uwekezaji wa wafadhili kwa wakati unaofaa sasa unaweza kuzuia kuzorota zaidi, kulinda maisha, na kuokoa maisha kwa kupunguza gharama kubwa zaidi za ongezeko la dharura baadaye mwakani ikiwa hatua itachelewa.",Disaster/Health,
"Food prices also remain a persistent stressor, while excessive rainfall and flooding in 2024 disrupted livelihoods and damaged infrastructure, particularly affecting host communities reliant on agriculture and livestock.","Bei ya vyakula pia inasalia kuwa mkazo unaoendelea, wakati mvua nyingi na mafuriko katika 2024 yalitatiza maisha na miundombinu iliyoharibiwa, haswa kuathiri jamii zinazotegemea kilimo na mifugo.",Disaster/Health,
Kilifi County: Drought Early Warning Bulletin for February 2023,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health,
Garissa County: Drought Early Warning Bulletin for September 2023,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health,
"£15 million funding to strengthen health workforce in Kenya, Nigeria and Ghana","Pauni milioni 15 za ufadhili wa kuimarisha nguvu kazi ya afya nchini Kenya, Nigeria na Ghana",Disaster/Health,
Kenya | Hazard - Early Action Protocol Annual Report (May 2024) Operation №: MDRKE053,Kenya | Hazard - Ripoti ya Mwaka ya Itifaki ya Hatua ya Mapema (Mei 2024) Operesheni №: MDRKE053,Disaster/Health,
Baringo County: Drought Early Warning Bulletin for April 2023,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2023,Disaster/Health,
Garissa County: Drought Early Warning Bulletin for July 2022,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Julai 2022,Disaster/Health,
"Impact of increasing fertilizer prices on maize production in Kenya, September 2022","Athari za kuongeza bei ya mbolea kwenye uzalishaji wa mahindi nchini Kenya, Septemba 2022",Disaster/Health,
Republic of Kenya: Precipitation Anomaly - Standardized Precipitation Index(SPI) for the period 2024-2025 (30 Jan 2026),Jamhuri ya Kenya: Hali Isiyo ya Mvua - Kielezo Sanifu cha Mvua (SPI) katika kipindi cha 2024-2025 (30 Januari 2026),Disaster/Health,
"The Government in collaboration with the African Union Commission continues to support the Regional Pan African University Institute of Basic Sciences, Technology and Innovation (PAUSTI) at Jomo Kenyatta University of Agriculture and Technology. The institute trains graduates from African Countries at Masters and PhD level in basic sciences and Engineering.","Serikali kwa kushirikiana na Tume ya Umoja wa Afrika inaendelea kuunga mkono Taasisi ya Kikanda ya Chuo Kikuu cha Pan African ya Sayansi ya Msingi, Teknolojia na Ubunifu (PAUSTI) katika Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta. Taasisi hiyo inatoa mafunzo kwa wahitimu kutoka Nchi za Afrika katika ngazi ya Shahada ya Uzamili na Uzamivu katika masomo ya msingi ya sayansi na Uhandisi.",General,
"Key findings: Wajir County - Mobility Tracking Round 2, 1 - 18 November 2023","Matokeo muhimu: Kaunti ya Wajir - Ufuatiliaji wa Uhamaji Awamu ya 2, 1 - 18 Novemba 2023",Disaster/Health,
Meru (Meru-North) County: Drought Early Warning Bulletin for March 2022,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2022,Disaster/Health,
Kenya - Garissa County - Dadaab - Dagahaley Refugee Camp - Education and Health Infrastructure - as of May 2022,Kenya - Kaunti ya Garissa - Dadaab - Kambi ya Wakimbizi ya Dagahaley - Miundombinu ya Elimu na Afya - hadi Mei 2022,Disaster/Health,
Girls in Kenya face violence as further drought expected,Wasichana nchini Kenya wanakabiliwa na ghasia kama ukame zaidi unavyotarajiwa,Disaster/Health,
"Kenya Price Bulletin, February 2023","Taarifa ya Bei ya Kenya, Februari 2023",Disaster/Health,
Summer Driving Tips: Seasonal changes bring opportunities to share vehicle safety information and remind drivers to drive safely and prepare for seasonal conditions on the road.,Dokezo za Uendeshaji Magari Msimu wa Joto: Mabadiliko ya msimu yanatoa fursa ya kushiriki taarifa za usalama wa gari na kuwakumbusha madereva kuendesha kwa usalama na kujiandaa na hali ya barabara.,Security,
Kwale County: Drought Early Warning Bulletin for January 2023,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health,
Baringo County: Drought Early Warning Bulletin for September 2024,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health,
"To promote and integrate research, science, technology and innovation at all levels.","Kukuza na kuunganisha utafiti, sayansi, teknolojia na uvumbuzi katika ngazi zote.",General,
"Without deliberate investments in childcare, skills, and safe work opportunities, women risk exclusion from the gains of integration.","Bila uwekezaji wa kimakusudi katika malezi ya watoto, ujuzi, na fursa salama za kazi, wanawake wanahatarisha kutengwa kutoka kwa mafanikio ya ujumuishaji.",Disaster/Health,
"This work will ensure that future investments are evidence-based, economically sound, and aligned with national priorities.","Kazi hii itahakikisha kuwa uwekezaji wa siku zijazo ni wa msingi wa ushahidi, mzuri kiuchumi, na unaendana na vipaumbele vya kitaifa.",Disaster/Health,
Kenya: Humanitarian impact of heavy rains and flooding - Flash Update #1 (8 November 2023),Kenya: Athari za kibinadamu za mvua kubwa na mafuriko - Sasisho la Flash #1 (8 Novemba 2023),Disaster/Health,
"As incomes fall and food becomes less affordable, households increasingly resort to negative coping strategies, signaling eroding resilience.","Kadiri mapato yanavyopungua na chakula kinapokuwa chini ya bei nafuu, kaya zinazidi kutumia mikakati mibaya ya kukabiliana na hali hiyo, kuashiria kumomonyoka kwa ustahimilivu.",Disaster/Health,
"Studies also highlight the difficult choices households make to cope with extreme heat, with some families spending around one-sixth of their income on recurring cooling and water-related costs.","Tafiti pia zinaangazia chaguo ngumu ambazo kaya hufanya ili kukabiliana na joto kali, huku baadhi ya familia zikitumia karibu moja ya sita ya mapato yao kwa gharama za kupozea mara kwa mara na zinazohusiana na maji.",Disaster/Health,
Benin: Eric Loko's journey to quit tobacco use,Benin: Safari ya Eric Loko ya kuacha matumizi ya tumbaku,General,
GIEWS Country Brief: Kenya 16-September-2024,GIEWS Muhtasari wa Nchi: Kenya 16-Septemba-2024,Disaster/Health,
From Trauma to Triumph: Kenyan Women's Courageous Battle Against Female Genital Mutilation,Kutoka Kiwewe Hadi Ushindi: Vita vya Ujasiri vya Wanawake wa Kenya Dhidi ya Ukeketaji,Disaster/Health,
"Perceptions of land tenure security in pastoral areas in Marsabit, Kenya (June 2024)","Maoni ya usalama wa umiliki wa ardhi katika maeneo ya wafugaji huko Marsabit, Kenya (Juni 2024)",Disaster/Health,
State of the Climate Kenya 2022,Hali ya Hali ya Hewa Kenya 2022,Disaster/Health,
Gender Dynamics in Pastoralist Livelihood Systems in Africa,Mienendo ya Jinsia katika Mifumo ya Riziki ya Wafugaji Barani Afrika,Disaster/Health,
VULNERABLE AND MARGINALIZED GROUP PLAN FOR CHERANGANY IN WEST POKOT COUNTY,MPANGO WA KUNDI HALISI NA WALIO PEKEE KWA CHERANGANY KATIKA KAUNTI YA POKOT MAGHARIBI.,General,
Narok County: Drought Early Warning Bulletin for May 2024,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2024,Disaster/Health,
Our nurses have been at the front line in this fight against COVID-19 as the first point of call in our health facilities. They tremendously sacrifice every day despite the risk of contracting the virus to ensure those infected are taken care of; Dr. Aman. #KomeshaCorona update,Wauguzi wetu wamekuwa mstari wa mbele katika vita hivi dhidi ya COVID-19 kama hatua ya kwanza ya wito katika vituo vyetu vya afya. Wanajitolea sana kila siku licha ya hatari ya kuambukizwa virusi ili kuhakikisha walioambukizwa wanatunzwa; Dk Aman. #KomeshaCorona sasisho,Public Health,
We would like to call for calm & reassure citizens & everyone residing in Kenya that the country is *free from* novel #coronarvirus 2019 & stringent measures have been put in place to prevent its importation into the country @WHOKenya @KBCChannel1 @citizentvkenya @GhettoRadio895,Tunapenda kutoa wito wa utulivu na kuwahakikishia raia na kila mtu anayeishi nchini Kenya kwamba nchi hiyo haina* riwaya mpya ya #coronarvirus 2019 na hatua madhubuti zimewekwa kuzuia kuingizwa kwake nchini @WHOKenya @KBCChannel1 @citizentvkenya @GhettoRadio895,Public Health,
Kenya: the cost of inaction (May 2023),Kenya: gharama ya kutochukua hatua (Mei 2023),Disaster/Health,
Preventing HIV through safe voluntary medical male circumcision for adolescent boys and men in generalized HIV epidemics: recommendations and key considerations.,Kuzuia VVU kwa tohara salama ya kitabibu ya wanaume kwa wavulana na wanaume waliobalehe katika milipuko ya jumla ya VVU: mapendekezo na mambo muhimu ya kuzingatia.,General,
Strengthening genocide prevention through education in Africa: policy brief,Kuimarisha uzuiaji wa mauaji ya kimbari kupitia elimu barani Afrika: muhtasari wa sera,Disaster/Health,
Ethiopia launches rapid health emergency response to recent landslides,Ethiopia yazindua hatua za dharura za kiafya kwa maporomoko ya ardhi ya hivi majuzi,General,
Samburu County: Drought Early Warning Bulletin for May 2022,Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health,
"Entry-Points for Peace-Positive Investments in Northern Kenya's Frontier Markets: An exploratory study of prospective peace-aligned investments in Elgeyo Marakwet, Mandera and Marsabit counties (July 2024)","Mambo ya Kuingia kwa Uwekezaji Wenye Amani-Chanya katika Masoko ya Mipaka ya Kaskazini mwa Kenya: Utafiti wa uchunguzi wa uwekezaji unaotarajiwa kutegemea amani katika kaunti za Elgeyo Marakwet, Mandera na Marsabit (Julai 2024)",Disaster/Health,
"Flooding and Displacement in Nairobi, Kenya - April 24 to May 15, 2024","Mafuriko na Uhamishaji katika Nairobi, Kenya - Aprili 24 hadi Mei 15, 2024",Disaster/Health,
A Lifeline for refugees: protecting the most vulnerable in Kenya,Njia ya maisha kwa wakimbizi: kuwalinda walio hatarini zaidi nchini Kenya,Disaster/Health,
Turkana County: Drought Early Warning Bulletin for February 2024,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,Disaster/Health,
"3. To establish collaboration, partnerships and linkages in Science, Technology and Innovation.","3. Kuanzisha ushirikiano, ushirikiano na uhusiano katika Sayansi, Teknolojia na Ubunifu.",General,
