English,Domain
"We need a shared understanding about connections between water, peace and climate issues that all stakeholders can agree upon and work from.",Disaster/Health
Fragmented or one-sided approaches to water management and climate security often fail to mitigate and prevent conflicts and can even worsen existing tensions.,Security
"Mohamed Abdi Ware, Deputy Executive Secretary of Intergovernmental Authority on Development (IGAD) , explained how this became an issue in infrastructure projects, when boreholes were set up along the traditional migration routes of pastoralist communities without consulting them.",Governance
This example shows why approaches that consider all perspectives and conflict dynamics are more effective .,Education
"This is why water, peace and climate security must be part of national security policies, disaster response planning, and regional cooperation agreements.",Disaster/Health
"Partners from all sectors need to work together, sharing expertise and resources rather than duplicating efforts or working at cross-purposes.",Disaster/Health
"But to break the silos , we must continue to enhance awareness and education at the highest levels of decision-making.",Disaster/Health
"Knowledge must translate to action During our panel, I emphasized that sharing knowledge on the water, peace and security agenda must result in practical solutions that bridge the gap between policy discussions and community realities and needs .",Security
Our WPS work is a good example of blending traditional knowledge and local practices with data-driven insights for everyone’s benefit.,Education
Local and national authorities can use water-related analysis to map resource availability and identify possible conflict “hotspots”.,Security
"In parallel, they can validate these insights with local communities at dialogue sessions and discuss how to address challenges fairly and inclusively.",Disaster/Health
This approach allows for finding optimal ways of sharing scarce resources and promoting cooperation at different levels.,Disaster/Health
"Moving forward The conference reinforced what drives our work: bringing together diverse voices, working with communities and stakeholders, providing data and translating good ideas into meaningful action.",Disaster/Health
"By bridging policy and practice and using peacebuilding as an entry point for interventions around water and climate, we can enhance community resilience and contribute to a peaceful, equitable future for all. ____________________ Water, Climate and Peace conference was organised by the Dutch trade mission in Kenya and brought together climate and security experts, civil society, international organisations and academia.",Disaster/Health
"The event also included a visit from King Willem-Alexander and Queen Máxima of the Netherlands , accompanied by the Netherlands Minister of Defence, Ruben Brekelmans .",Disaster/Health
Their presence highlighted the international significance of the water peace and security agenda.,Security
