English,Kiswahili,Ekegusii,Domain
Financial Centre Authority.  
151. 
 Mr. Speaker , a transfer of property 
between an individual  and an entity where the 
individual holds 100 percent shareholding does 
not constitute a gain. In this respect I propose to 
exclude from capital gains tax this kind of transfer.  
152. 
 Mr. Speaker, the Digital Service Tax was 
introduced to prevent tax base erosion occasioned 
by migration of traditional businesses from 
physical shops to online platforms that is not 
visible by the Commissioner for tax purposes . It 
has been noted that the design of the tax does not 
capture all taxpayers leading not only  to loss of 
revenue but unfairness in taxation.  For this 
reason, and in line with international best practice, 
I propose to amend the Income Tax Act, to replace 
105 
 
 
 
the Digital Service Tax with the Significant 
Economic Presence Tax.  
153. 
 Mr. Speaker, to expand the tax base and 
make our country self -reliant, I propose to 
introduce an annual motor vehicle tax at the rate 
of 2.5
 %
 of the value of the vehicle subject to 
minimum amount of Ksh 5,000 per annum. 
154. 
 Mr. Speaker, currently, the tax -free 
amount on subsistence allowance paid to 
employees in the private sector for a period spent 
outside the usual place of work while on official 
duties is capped at Kshs  2,000 per day. This is 
quite low considering the inflation that has 
occurred over the years. To cushion employees in 
the private sector from high cost of living, I 
propose to review the threshold to an amount not 
106 
 
 
 
exceeding 5
 %
 of the employee's monthly gross 
earnings.  
155. 
 Mr. Speaker , the Affordable Housing 
Levy and Pay As You Earn are calculated from the 
same base leading to double taxation. To address 
this, I propose to make the Housing Levy a 
deductible expense.   
156. 
 Mr. Speaker , in order to encourage 
Kenyans to continue construct ing their own 
houses, I propose to increase the limit of interest 
payments that qualify for mortgage relief from 
Ksh 300,000 to Ksh 360,000 per annum.  
Amendments to Value Added Tax  
157. 
 Mr. Speaker , I will now highlight 
proposed amendments to the Value Added Tax 
Act.  
107 
 
 
 
158. 
 Mr. Speaker , currently, registration for 
VAT is a requirement for a person who makes 
taxable supplies of Ksh 5 million  or more . This 
threshold was last reviewed in 2007 . In 
recognition of the effect of inflation over the years, 
and to enhance efficiency in tax administration, I 
propose to increase the threshold to Ksh 8 million.  
159. 
 Mr. Speaker , the VAT Act allows 
taxpayers making both taxable and exempt 
supplies to claim input tax where the proportion of 
exempt supplies is less than 10
%
. This has led to 
tax planning hence loss of Government revenue. 
To address this , I have proposed removal of the 
threshold so that only the input tax relating to 
taxable supplies are deductible. 
160. 
 Mr. Speaker , in support of the 
Government’s effort to combat malaria, I propose 
108 
 
 
 
to remove VAT on  mosquito repellent s and raw 
materials used in the  manufacture of the 
repellents. This will encourage local production of 
the repellents.  
161. 
 Mr. Speaker , Kenya’s tax expenditure 
was estimated at Ksh 393.6 billion or 2.9
%
 of 
GDP for the year 2022. Of this amount, VAT tax 
expenditure amounted to Ksh 248.3 billion or 
63.1
%
 of the total estimate, a large erosion of 
the VAT tax base. Mr. Speaker, tax expenditures 
create avenues for revenue leakage thus denying 
the Government revenue to support key priorities 
that benefit majority of the citizens.  
162. 
 Recognizing the importance of tax 
expenditure in the promotion of investment and 
addressing welfare challenges in the economy and 
in line with the Medium Term Revenue Strategy, I 
109 
 
 
 
propose the rationalization of the VAT tax 
expenditures as provided in the VAT Act in form of 
exemptions and zero rating based on the following 
criteria: one; that all finished goods currently 
exempt be subjected to VAT ; two; zero rated 
finished goods and services be exempt from VAT; 
and, three; zero rating be restricted to goods and 
taxable services meant for export. 
163. 
 Based on the above criteria, Mr. 
Speaker, I have proposed several amendments 
to the First Schedule of the VAT Act in order to 
move some goods and services from exempt to 
vatable status. In addition, I have also proposed 
amendments to the Second Schedule of the VAT 
Act so as to move some goods and services from 
zero rating to either exempt status or vatable 
110 
 
 
 
status. This rationalization is expected to expand 
the VAT tax base and create fairness in taxation. 
 Amendments to Excise Duty Act 
164. 
 Mr. Speaker, I will now highlight the tax 
measures I have proposed under the Excise Duty 
Act.  
165. 
 Mr. Speaker , I propose to change the 
due date for payment of excise duty on alcoholic 
beverages from 24 hours to within 5 working days 
after removal from the stockroom. The 24 hours 
timeframe possess administrative and cash flow 
challenges to the taxpayers. 
166. 
 Mr. Speaker, to protect local assemblers 
and create fairness and equity in taxation , I 
propose introduction of excise duty on imported 
fully built motorcycles at the rate of 10
 %
 of the 
111 
 
 
 
Customs value in addition to the specific excise 
duty rate of Ksh 12,952.83 per unit whichever is 
higher.  
167. 
 Mr. Speaker , participation in betting, 
gaming, prize competition and lotteries continues 
to affect socio-economic fabric of our society given 
their addictive nature. Mr. Speaker, last year we 
raised excise duty on these activities from 7.5
%
 
to 12.5
%
 to discourage participation. Despite this 
increase, participation rate in these activities by 
Kenyan Citizens especially school going children 
and young adults continues to persist. To further 
discourage this behaviour, I propose to increase 
the excise duty rates to 20
%
. 
168. 
 Mr. Speaker , in line with the research 
findings commissioned by the National Treasury 
on the taxation of alcoholic beverages, I propose 
112 
 
 
 
to review the excise duty structure on wines and 
beer from the specific rates per litre to the rate of 
Ksh 22.50 per centilitre of pure alcohol. Further, I 
propose to change excise duty rate on spirits from 
specific rates per litre to Ksh 16 per centilitre of 
pure alcohol. This new structure of taxation based 
on alcoholic content does not distort the markets 
and investment decisions  and is expected to 
encourage responsible consumption behaviour of 
these alcoholic beverages.  
169. 
 Mr. Speaker, I also propose to review the 
excise duty structure on cigarettes in line with the 
research conducted and advise that recommends 
harmonization of the excise duty rate s for 
cigarettes with and without filters at the rate of 
Ksh 4,100 per mile. This will reduce the incentive 
for mis-declaration and illicit trade.  
113 
 
 
 
170. 
 Mr. Speaker, I propose to increase the 
excise duty rate from Ksh 1,594.50 per kg to Ksh 
2,000 per kg on products containing nicotine or 
nicotine substitutes to address their adverse 
effects on human health. This  excludes those 
approved medicinal products. Additionally, I 
propose to increase excise duty rate on liquid 
nicotine for electronic cigarettes from Ksh 70 per 
millilitre to Ksh 100 per millilitre. 
171. 
 Mr. Speaker, to provide fair treatment to 
both residents and non -residents offering 
excisable services, I propose to amend the Excise 
Duty Act to charge excisable services offered in 
Kenya by a non -resident through a digital 
platform.  
172. 
 Mr. Speaker,  the Finance Act 2023 
introduced excise duty on fees charged on 
114 
 
 
 
advertisement of alcoholic beverages, betting, 
gaming, lotteries and prize competition on TVs, 
print media, billboards and FM stations. This has 
resulted to shift in choice of advertisement 
platform from the traditional media to internet and 
social media. To create a level playing field and to 
achieve the intended purpose, I propose to 
expand the scope of this tax  to include fees 
charged on internet and social media 
advertisement. 
173. 
 Mr. Speaker , in order to enhance 
administrative efficiency in the issuance of excise 
licenses to persons dealing with excisable goods 
or services, I have proposed an amendment to 
provide for issuance of licenses within 14 working 
days upon receipt of all required valid documents 
by the Commissioner. 
115 
 
 
 
174. 
 Mr. Speaker,  the Finance Act, 2023 
introduced excise duty on imported eggs, 
potatoes, and onions at the rate of 25%. To 
promote trade across the EAC region, I propose 
the removal of excise duty on imported eggs, 
potatoes, and onions originating from EAC Partner 
States subject to goods meeting the EAC rules of 
origin. 
175. 
 Mr. Speaker, currently excise duty is 
15
%
 on the following: telephone and internet data 
services; fees charged on money transfer services 
by banks ; fees charged on  money transfer  by 
agencies and other financial service providers ; 
and fees charged by cellular phone service 
providers. I propose to retain the excise duty rate 
of 15 percent on fees charged on money transfer 
116 
 
 
 
services by cellular phone service providers to 
benefit retail electronic payments ecosystem. 
Amendments to the Tax Procedures Act 
176. 
 Mr. Speaker , I will now highlight the 
proposed amendments to the Tax Procedures Act.   
177. 
 Mr. Speaker , currently, there is no 
validity period for agency notices issued for 
enforcement of collection of unpaid taxes. This 
gap often leads to tax disputes and delayed 
revenue collection. To address this, I propose to 
amend the Tax Procedures Act to provide a one-
year validity period for agency notices. 
178. 
 Mr. Speaker , in order to align the 
timelines for claiming VAT refunds, in the Tax 
Procedures Act and VAT Act, I propose to delete 
the reference on timelines for claiming refunds 
117 
 
 
 
under the VAT Act so that the applicable time line 
is the six months that is provided under the Tax 
Procedures Act. 
179. 
 Mr. Speaker , currently registered 
manufacturers whose value of investment in the 
preceding three years is at least Ksh 3.0 billion are 
exempted from withholding VAT. In order to 
promote equity and create fairness to all 
manufacturers, I propose to amend the Tax 
Procedures Act to remove this exemption. 
180. 
 Mr. Speaker, I propose to amend the Tax 
Procedures Act to clarify that enforcement and 
collection of taxes will be undertaken where a 
decision of the Tribunal or Court is in favour of the 
Commissioner and stay orders have not been 
obtained against the decision.  
118 
 
 
 
181. 
 Mr. Speaker, the 60 days provided to the 
Commissioner in the Tax Procedures Act to review 
documents submitted by the taxpayers in support 
