English,Kiswahili,Ekegusii,Domain,PSA_Probability,Is_PSA
Don't display valuables in your car - keep them out of sight.,Usionyeshe vitu vya thamani kwenye gari lako - viweke mbali na macho.,Tiga kworokia ebinto bierigori ime yerori yao - keep them outside.,Security,0.6339,1
Kenya: Cash transfers bring relief — and goats — to drought-hit pastoralists,Kenya: Uhamisho wa fedha unaleta ahueni - na mbuzi - kwa wafugaji waliokumbwa na ukame,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7472,1
"NPS launched an online portal providing access to oversight reports, misconduct statistics, complaint status, and disciplinary actions.","NPS ilizindua lango la mtandaoni linalotoa ufikiaji wa ripoti za usimamizi, takwimu za utovu wa nidhamu, hali ya malalamiko, na hatua za kinidhamu.","Ekeombe keria ekenene kiabasikari (NPS) giansire obokoreri bweintaneti goikera chiripoti chia’ bamongeri buna poilisibagokora emeremo yabo barenge bakorore mamincha, buna ayio agendererete korigererigwa, negeusuro kiarurwe.",Security,0.7942,1
2 days to the resumption of the Continuous Voter Registration (CVR). Register at any IEBC Constituency office (except in areas currently with by-elections),Siku 2 kabla ya kuanza tena kwa Usajili Endelevu wa Wapiga Kura (CVR). Jiandikishe katika ofisi yoyote ya Eneo Bunge la IEBC (isipokuwa katika maeneo yenye uchaguzi mdogo kwa sasa),Amatuko abere oka atigaire egere okwerikia koria kwabotambe gochake naende. Erikie ase chiobisi chia ekeombe gietenenerete giechimbebe nobochori ande onsi ase chiobisi chiabo.(otatiga chinsemo chiria chibwate onochori oboke).,Governance,0.9029,1
"Kenya - Floods and landslides (UN OCHA, UNICEF, NOAA-CPC, Kenya Met) (ECHO Daily Flash of 06 May 2024)","Kenya - Mafuriko na maporomoko ya ardhi (UN OCHA, UNICEF, NOAA-CPC, Kenya Met) (ECHO Daily Flash ya 06 Mei 2024)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9434,1
"In cognizant of the measures we have taken to fight #COVID19, we have witnessed a spike in Domestic violence, Gender-based violence & Sexual Offences. As we address the issue through relevant agencies we call on Kenyans to focus on fighting the virus not violence #KomeshaCorona","Kwa kuzingatia hatua ambazo tumechukua kupambana na #COVID19, tumeshuhudia ongezeko kubwa la unyanyasaji wa majumbani, unyanyasaji wa kijinsia na Makosa ya Kijinsia. Tunaposhughulikia suala hilo kupitia mashirika husika tunatoa wito kwa Wakenya kuzingatia kupambana na virusi hivyo wala si ghasia #KomeshaCorona",,Public Health,0.7854,1
Educate peers on amendments requiring public officers to declare gifts and prevent conflicts of interest,Waelimishe wenzao kuhusu marekebisho yanayowataka maafisa wa umma kutangaza zawadi na kuzuia migongano ya kimaslahi,Somia bigori biao igoro yamaonchorerio yamachiko aganetie abanto korwa ebirengererio biabo ase ogochika korengete abakori emeremo beserikari komanyia chinibo babwate na goteba ebire baetwe buna ebieegwa gotanga dkorora nga emeremo yabo teri nogwanchereria.,Security,0.9169,1
"Kenya: MAM Floods Report, May 2024","Kenya: Ripoti ya Mafuriko ya MAM, Mei 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9718,1
"3,000 new special needs teachers deployed ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ your child gets support from Jan!","Walimu wapya 3,000 wenye mahitaji maalum waliotumwa ""mtoto wako anapata usaidizi kutoka Jan!","Amabaga amayia 3,000 yabarimu yamaremaru ao ao batomirwe chisukuru,  omwana oo nabe okonyore obokonyi gochkera omotieny omtang'ani!",Education,0.9267,1
Train staff! Teach fire safety protocols in schools.,Wafunze wafanyakazi! Wafundishe taratibu za usalama wa moto shuleni.,Somia abarimu! Somia buna ogwateka kwemerero koratangwe chisukuru.,Education,0.9565,1
"A new machine that drys sweet potatoes using solar energy, has motivated farmers in their production. Learn more how it works and it's benefit.",,Emasini enyia ekogendigwa nechinguru chierisase ase okwomia amarabwoni yaire abarami omyo bwokogesa nagokinia oboremi nerigesa erio bagese okonyora okuya. Egera mono igoro buna emasini eye egokora emeremo nobuya bwaye.,Agriculture,0.713,1
Launch of Jifunze Lishe SMS service sending weekly nutrition and wellness tips to 2M subscribers.,Uzinduzi wa huduma ya Jifunze Lishe ya kutuma vidokezo vya lishe na ustawi wa kila wiki kwa wanachama milioni 2.,Ogochakigwa kwa amariko amake yechisimi igoro yokoragera okuya kera omokubio ase abanyene ekeombe chimirioni ibere,Health,0.8225,1
"By 24 days ago Ruto: ODM will form or be in the next Government President Ruto says ODM will form or join the next government in 2027, warns of action against individuals attempting to create divisions within the Party.",,nyuma yamatuko 24 Ruto: Ekiama gia odm kerosene eserekari gosekebe ime yeserekari omonene bwense Ruto otebire nabo ODM erarosie gose esoe ime yeserekari omwaka 2027. Nakorwa okoboria baria bakoreta ogoatananekana ime.yekiama koimokerigwa egetambokero ase ogotema korenta ogoatananeka.,Governance,0.632,1
University of Nairobi to make more course materials available as Open Educational Resources (OER).,,Eyunifasiti ya Nairobi korosia amasomo yechikosi chinyinge na gochibeka eintaneti erio goikerwa nabana abange ase bosa (OER).,Education,0.6747,1
Tana River County: Drought Early Warning Bulletin for May 2024,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8448,1
Student talks on youth and civic power,,Abana ngokwana bare igoro yabasae nechinguru chiabo ase obogambi.,Education,0.7393,1
NCIC integrates peace lessons into school programs.,,Ekepmbe giokoegerera abanto komenya amo buna abanto abamo (NCIC)  nkobwatania kere amasomo omorembe naria abana bagosoma chisukuru.,Education,0.8444,1
EACC sensitizes citizens on reporting corruption through county forums.,EACC inahamasisha raia kuhusu kuripoti ufisadi kupitia majukwaa ya kaunti.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) ngosomia kere abanainchi buna babwenerete gokemanyia obokurumi goetera ebikaranso biekaonti.,Education,0.9658,1
Historic Danish public-private partnership with WFP expands home-grown school meals in East Africa,Ushirikiano wa kihistoria wa Denmark kati ya sekta ya umma na ya kibinafsi na WFP unapanua milo ya shule ya nyumbani katika Afrika Mashariki,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7472,1
Government announces ongoing free textbook distribution program to primary and secondary schools nationwide for improved learning.,,Eserikari yararirie omoroberio kogenderera korwa bosa ebitabu biogosoma bosa ase chisukuru chioboroso gokonya goikerania amasomo amaya.,Education,0.9056,1
Always boil and cool water used for preparing baby formula to avoid infections.,Chemsha na upoeze maji yanayotumika kutayarisha maziwa ya mtoto ili kuepuka maambukizi.,"Botambe beria na gokendi amache, okoroiseria omwana endagerà gotanga amarwaire",Health,0.8599,1
"Genome sequencing is central to combatting COVID-19, allowing governments and health authorities to take swift and informed public health decisions such as measures to bolster preparedness for potential surges owing to more infectious variants or stepping up vaccination, diagnostics and treatment.","Mfuatano wa jenomu ni muhimu katika kupambana na COVID-19, kuruhusu serikali na mamlaka za afya kuchukua maamuzi ya haraka na ya kuarifu ya afya ya umma kama vile hatua za kuimarisha utayari wa ongezeko linaloweza kutokea kutokana na lahaja zinazoambukiza zaidi au kuongeza chanjo, uchunguzi na matibabu.",,Health,0.9414,1
No child left behind: 100% transition from primary to secondary enforced nationwide.,Hakuna mtoto aliyeachwa nyuma: Mpito wa 100% kutoka shule ya msingi hadi shule ya upili unatekelezwa kote nchini.,Mwana taro oratigare magega: 1Emia ase emia (00%) goika bamboke korwa chisukuru chioboroso gochia  chisekenderi  obekirwe chinguru onsi Kenya.,Education,0.7449,1
Special Presidential Envoy for Climate John Kerry Announces $4 Million to Address Climate Mobility in Kenya,Mjumbe Maalumu wa Rais wa Hali ya Hewa John Kerry Atangaza Dola Milioni 4 Kushughulikia Uhamaji wa Hali ya Hewa nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.6418,1
"WFP Kenya Country Brief, October 2024","Muhtasari wa Nchi wa WFP Kenya, Oktoba 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8501,1
Matatus feature civic messages on windows,,Chirori chiobobogoria buna matatu nkonantia bare amasaka ase chinyasi chiechigari agomia amangana obogesaku,Education,0.6735,1
The County Government of Kericho is advising all residents to remain on high alert due to the ongoing heavy rains being experienced across the county.,Serikali ya Kaunti ya Kericho inawashauri wakazi wote kuendelea kuwa macho kutokana na mvua kubwa inayoendelea kunyesha kote kaunti.,Teerikari yekaonti ya Kericho ngosemia ere abanto baye bonsi gotigara koba maiso igoro yembura enyinge eyio egendererete gotwa ime yekaonti engima.,Governance,0.9092,1
Let us all take responsibility to prevent the spread of COVID-19. #Wash hands often. #stay home if possible. #cover your mouth & nose with flexed elbow or tissue when coughing or sneezing #Clean & disinfect frequently touched surfaces & objects. #KomeshaCorona,Sote tuchukue jukumu la kuzuia kuenea kwa COVID-19. #Nawa mikono mara kwa mara. #kaa nyumbani ikiwezekana. #funika mdomo na pua yako kwa kiwiko cha mkono au kitambaa unapokohoa au kupiga chafya #Safisha na kuua vijidudu kwenye sehemu na vitu vinavyoguswa mara kwa mara. #KomeshaCorona,,Public Health,0.8664,1
NPS urged by IPOA and oversight bodies to strengthen community policing to improve public trust,NPS yahimizwa na IPOA na vyombo vya usimamizi kuimarisha polisi jamii ili kuboresha uaminifu wa umma,Ekeombe ekenene kia abasikari NPS giasoroirwe nekeombe keria getenerete abasikari bonsi (IPOA) na bonsi baria bakorigereria emeremo yabasikari bae abarendi boborendi bwenyiro chunguru buna enchera eyemo yokoirania okwegena.,Security,0.9639,1
KIPPRA analysis of community policing reforms,Uchambuzi wa KIPPRA wa mageuzi ya polisi jamii,Obokongoria bwa KIPPRA igoro yamaonchorerio igoro yabarendi boborendi.,Security,0.8374,1
"Tourism CS Rebecca Miano urges Nyandarua residents to embrace county s rich potential, shun divisive politics, and tap into NYOTA Program with 1,750 youth slots.",,omowasiri bwobotari Rebecca Miano orure okoboria gochia ase abamenyi ba nyandarua kobwatesia obotenenku obwo bore ase ekaunti eyuo ase ogwetanga korwa ase siasa yogoatananeka korende koenekia ng'a ngosoa bare ase omoroberio onyota eyuo ebwate amabaga 1750 ase abasae.,Governance,0.9171,1
"“I call upon the youth to continue the good gesture as you are our future leaders and must lead from the front towards making a real impact which might one day save the life of friend, of a loved one and possibly, your very own life...” Dr Mwangangi, CAS Health","""Natoa wito kwa vijana kuendeleza ishara nzuri kama nyinyi ni viongozi wetu wa baadaye na lazima muongoze kutoka mbele kuelekea kuleta athari ya kweli ambayo siku moja inaweza kuokoa maisha ya rafiki, mpendwa na pengine, maisha yako mwenyewe..."" Dk Mwangangi, CAS Health",,Public Health,0.6532,1
"About half of all new HIV infections worldwide in 2024 occurred among people from key populations and their sex partners, including gay men and other men who have sex with men, sex workers, transgender people and people who inject drugs.","Takriban nusu ya maambukizo mapya ya VVU duniani kote mwaka 2024 yalitokea miongoni mwa watu kutoka makundi muhimu na wapenzi wao wa ngono, wakiwemo mashoga na wanaume wengine wanaofanya ngono na wanaume, wafanyabiashara ya ngono, watu waliobadili jinsia na watu wanaojidunga dawa za kulevya.",N/A - Pending Fine-Tuned Model Inference,Health,0.3201,0
Build your future! Join TVET programs for technical skills.,Jenga mustakabali wako! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,Agacha obogima bwamotwe bwao! Soa omoroberio bwobundi nechisemi chiokwegendereria .,Education,0.8599,1
"Apply for a Passport Apply for a Driving License KRA Services Apply for a Birth Certificate Apply for Certificate of Good Conduct Save for Affordable Housing Register a Business Apply for a Marriage Certificate Over 22,000 Government services now available from 100+ Ministries, Counties, Departments and Agencies.","Omba Pasipoti Omba Leseni ya Udereva Huduma za KRA Omba Cheti cha Kuzaliwa Omba Cheti cha Mwenendo Mzuri Hifadhi kwa Nyumba ya Bei Nafuu Sajili Biashara Omba Cheti cha Ndoa Zaidi ya huduma 22,000 za serikali sasa zinapatikana kutoka Wizara, Kaunti, Idara na Mashirika zaidi ya 100.","Toma gosaba kwao konyora epass poti toma ogosaba kwao konyora erensesi yokogendia erori. Obokoreri bwekeombe giokorusia ebango (KRA) nabo bobwekaine boria bwokorigia esatifiketi yokoiborwa gose esatifiketi yomonto omotebere gokonya kogora enyomba yobomenyo yomoroberio bweserikari, korika ebiasara biaogose gosaba esatitifiketi yenyomo. Goetania obokoreri ao ao bweserikari 22,000 bono nkonyorekana bore korwa goetania obokoreri ao ao bwechimisitiri 100+, chiekaonti.",Governance,0.9095,1
"Announcement on human beings targeting rice farmers, flour and cooking fat …",,"Okoraria ekampeini ase mwanyabanto erengete abaremi bomochere, obosie na amaguta gotingia ebirengo biobochenu, amo nebiegwa ase abakori amaya",Health,0.8545,1
Continued Support to Counties for Enhanced Service Delivery The National Government continues to support the County Governments to en sure that devolution succeeds.,,,General,0.9001,1
Full details of those removed and the reasons were not available for this report.,Maelezo kamili ya walioondolewa na sababu hazikupatikana kwa ripoti hii.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.6853,1
Safe school transport: All matatus ferrying students must have speed governors!,Usafiri salama shuleni: Matatu zote zinazosafirisha wanafunzi lazima ziwe na vidhibiti mwendo!,Obobogoria obuya bwabana: Matatu chionsi chikobogoria abana goika chibe negento keria kegotanga orogendo rwaigoro!,Education,0.8476,1
"Stay home and wash your hands with soap and running water for at least 20 Seconds to #KomeshaCorona , Dr. Mercy Mwangangi, Chief Administration Secretary , Ministry of Health katika Janga la Corona @K24Tv now live .","Kaa nyumbani na unawe mikono kwa sabuni na maji yanayotiririka kwa angalau Sekunde 20 hadi #KomeshaCorona , Dk. Mercy Mwangangi, Katibu Mkuu Utawala, Wizara ya Afya katika Janga la Corona @K24Tv sasa moja kwa moja.",,Public Health,0.7081,1
"Put emergency contacts in your phone: Police (999), Ambulance (911), Fire (990).","Weka anwani za dharura kwenye simu yako: Polisi (999), Ambulensi (911), Zimamoto (990).","Bechaka chinamba chiemebasekano ime ase esimi yao: Porisi (999), Egari yemebasekano (911), Omorero bwatekire (990).",Security,0.7343,1
EACC builds local watchdog groups to fight bribery in counties.,EACC hujenga vikundi vya walinzi wa ndani ili kupambana na rushwa katika kaunti.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) nkorosia kere nkere nabatuki baye gokemanyia na korwania obokengeka na koria amaaki ase chokaonti.,Education,0.8166,1
