English,Domain
"in Mandera and Tharaka Nithi in the arid and semi-arid counties, respectively.",Disaster
hence reduced purchasing power.,Disaster
which recorded values outside the normal range.,Disaster
Nutritional status deteriorated in roughly 65 percent of counties (Table 11).,Disaster
"widespread poverty, and limited availability of integrated health outreach services in hotspot areas.",Disaster
"Mandera, Wajir, Kwale, and Kilifi Counties were classified under the ""Alarm"" phase.",Disaster
"Nithi, Turkana, and Baringo—fell within the ""Alert"" phase.",Disaster
exhibited indications of deteriorating conditions (Table 12).,Disaster
"Tracks four categories of indicators: biophysical, production, access and utilisation.",Disaster
socio-economic indicators.,Disaster
phase classification for each county.,Disaster
Ministry issues drought adaptation tips for sustainable water use.,Agriculture
"Health Chief Administrative Secretary, Dr. Rashid Aman, today flagged off vehicles procured through the support of @gavi to boost the national vaccine & immunization program activities in the Counties of Garissa, Lamu, Mandera, Wajir, West Pokot & Nandi. #KomeshaCorona update.",Public Health
Wajir County: Drought Early Warning Bulletin for February 2023,Disaster/Health
US Embassy issued advisory warning of heightened crime and terror risks and urged caution.,Security
"The Government of Kenya (GoK) with the support from the World Bank (WB) is implementing the 'Kenya Secondary Education Quality Improvement Project' (SEQIP).The Project is designed to complement other projects and activities financed by the Government under the National Education Strategic Plan (NESP), the Global Partnership for Education (GPE) grant, and other programs supported by various Development Partners (DPs) in the sector. The Constitution of Kenya (2010) has the Bill of Rights at its core, while the country's Vision 2030 acknowledges the need to reform the education and training system so that it aligns well with the aspirations of the youth, and those of the country on becoming an upper-middle income industrialized nation.",General
"Kenya Price Bulletin, January 2024",Disaster/Health
"such as e‑commerce, agri‑digital financial services, smart farming and other tools in production, ... A shift towards digital agriculture and mechanization may ...",Agriculture
Disable browser password-saving features to protect accounts if your device is stolen.,Security
Free fire safety training is available for communities to prevent and respond to fire outbreaks.,Security
"In settings where complications can go unrecognized and timely care is often out of reach, skilled support can mean the difference between life and death.",Disaster/Health
Integrate music education 2022.,Education
Reliable data systems track violence trends and service use to inform evidence-based policies and programs.,Security
There is no health without mental health,Health
"Proper feed storage prevents aflatoxin contamination. Keep grains dry, mold-free, and securely stored.",Security
"If you have information, #ReachDCI through hotline number 0800 722 203. Let's work together to uphold justice and accountability. #FichuaGaitho",Security
"COVID-19 could deepen food insecurity, malnutrition in Africa14 May 2020",General
Statistics for Agricultural market access and dietary diversity in Kenya: Gender considerations towards improved household nutritional outcomes ...,Agriculture
"No entry without uniform and ID from January 6, 2025.",Education
Kenya | DG ECHO response 2022 - DG ECHO Daily Map | 02/12/2022,Disaster/Health
Large gatherings increase theft risks. Supervise herds and coordinate with security agencies.,Security
Cyclone Hidaya alert issued urging coastal residents to prepare for strong winds and floods.,Security
A toll-free maternal health helpline is available for advice and emergency referrals. Dial 1195 anytime.,Health
Mandera County: Drought Early Warning Bulletin for October 2023,Disaster/Health
This advanced course builds on the 'Fundamentals of ICT4D in Agriculture course' to enhance knowledge and capacity among IFAD staff and ...,Agriculture
Report bullying instantly via 0800721524 – zero tolerance in all schools!,Education
Your vote counts! Learn about elections in school programs.,Education
NPS published a Text detailing roles and expectations of community policing in Nairobi County,Security
Transform your raw grains into a higher-value honey wine. Discover simple processing methods and potential markets.,Agriculture
ACAT is the foremost agriculture technology transfer platform that facilitates structured dialogue and consensus building on game-changing novel technologies.,Agriculture
Children involved in legal matters should go through specialized courts to ensure fair and trauma-sensitive proceedings.,Security
"Kenya | Drought and Hunger Crisis - Operation Update (6 months), DREF Operation n° MDRKE049",Disaster/Health
Kilifi County: Drought Early Warning Bulletin for April 2023,Disaster/Health
DCI cautions the public against forged university admission letters being used to defraud parents. Always verify admission directly with the institution.,Security
I took that step for my five children who depend on me.,Disaster/Health
Samburu County: Drought Early Warning Bulletin for March 2022,Disaster/Health
Kenya: Drought - County Map Series (18 Apr 2023),Disaster/Health
Marsabit County: Drought Early Warning Bulletin for January 2024,Disaster/Health
Uganda safeguards essential health services during Ebola outbreak response,General
Gang violence rising in Nakuru; report suspicious activity.,Security
"sustaining accidental needle stick injuries, including among health workers.",General
"NATIONAL TREASURY INITIATES TRANSITION TO ACCRUAL BASIS ACCOUNTING The National Treasury is pleased to announce the commencement of the transition from cash -basis accounting to the International Public Sector Accounting Standards (IPSAS) accrual basis, marking an important step in public financial management reform.",Governance
All boarding schools must install fire alarms + sprinklers by Jan 6 – CS orders!,Education
Embu (Mbeere) County: Drought Early Warning Bulletin for August 2024,Disaster/Health
